courseID,courseName,description,syllabus,school
FNCE4020,Shareholder Activism,The aim of the course is to provide an introduction to shareholder activism. The course makes use of lectures and case studies. The lectures expose the students to the institutional and empirical facts as well as approaches followed by leading shareholder activists. The case studies are designed to provide students an experience on identifying potential opportunity for value creation through active engagement. Assignments require students to develop/practice skills on fundamental analysis. Completion of either FNCE 2030 or FNCE 2070 is recommended.,https://apps.wharton.upenn.edu/syllabi/?course=FNCE4020,University of Pennsylvania
BEPP0001,Intro Behavioral Economics,Governments and firms set policy in a world of behavioral agents. This course will present economic approaches to these policy problems when individuals act in behavioral ways. Readings will be newspaper articles that will be discussed in class. Assignments -- two problem sets and an exam -- will include qualitative and quantitative analysis.,https://apps.wharton.upenn.edu/syllabi/?course=BEPP0001,University of Pennsylvania
BEPP1000 ,Introductory Economics,"Microeconomics is the study of the behavior of households and firms, whose collective decisions determine how resources are allocated in a free market economy. We will study when markets are likely to produce ""efficient"" outcomes, and when government intervention may improve on or harm the competitive market outcome. We will use economic theory to analyze issues like a gas tax to change reliance on oil, minimum wages to increase salaries of the working poor, and government subsidies to increase education. Macroeconomics is the study of the economy as a whole. We will understand how the size of the US economy is determined, how unemployment is measured, how inflation affects life. We will look at policy options that the government and the Federal Reserve Bank face, and discuss pros and cons of their actions. Economic arguments are often used in debates about government policies, discussion of business strategies, and many of life's other arenas. The goal of the course is to teach you to ""think like an economist,"" which I hope will help you to understand the world around you, make better economic decisions in your own life, and be a more informed citizen and voter.",https://apps.wharton.upenn.edu/syllabi/?course=BEPP1000,University of Pennsylvania
BEPP2010 ,Public Finance & Policy,"This course explores the economics and politics of public policy to provide an analytic framework for considering why, how, and with what success/failure government intervenes in a variety of policy areas. Particular attention will be paid to important policy issues relating to taxation, social security, low-income assistance, health insurance, education (both K-12 and higher ed), the environment, and government deficits. The costs and benefits of alternative policies will be explored along with the distribution of responsibilities between the federal, state and local governments. While the course will focus primarily on U.S. policies, the topics covered (e.g. tax reform, deficits versus austerity, etc.) are currently at the center of the policy debate in many other industrialized countries as well.",https://apps.wharton.upenn.edu/syllabi/?course=BEPP2010,University of Pennsylvania
BEPP2020 ,Con Fin Decision Making,"Research shows that many individuals are profoundly underinformed about important financial facts and financial products, which frequently lead them to make mistakes and lose money. Moreover, consumer finance comprises an enormous sector of the economy, including products like credit cards, student loans, mortgages, retail banking, insurance, and a wide variety of retirement savings vehicles and investment alternatives. Additionally, recent breakthroughs in the FinTech arena are integrating innovative approaches to help consumers. Though virtually all people use these products, many find financial decisions to be confusing and complex, rendering them susceptible to fraud and deception. As a result, government regulation plays a major role in these markets. This course intended for Penn undergraduates considers economic models of household decisions and examines evidence on how consumers are managing (and mismanaging) their finances. Although academic research has historically placed more attention on corporate finance, household finance is receiving a brighter spotlight now-- partly due to its role in the recent financial crisis. Thus the course is geared toward those seeking to take charge of their own financial futures, anyone interested in policy debates over consumer financial decision making, and future FinTech entrepreneurs.",https://apps.wharton.upenn.edu/syllabi/?course=BEPP2020,University of Pennsylvania
BEPP2030 ,Bus in Global Pol Envir,"This course examines the non-market components of business and the broader political, regulatory, and civil context in which companies function. This course addresses how businesses interact with political and regulatory institutions, as well as the general public, with a focus on the global economy. The first portion examines the realities associated with political economy and the actual making of laws and regulations by imperfect politicians and regulators. The second portion analyzes the economic rationale for legislation and regulation in the presence of market failures. The course covers specific market failures and potential solutions including government regulation.",https://apps.wharton.upenn.edu/syllabi/?course=BEPP2030,University of Pennsylvania
BEPP2080 ,Housing Markets,"This course is designed for students interested in the economics and operations of housing markets. It is primarily a U.S. focused course, but does include a limited amount of international material for comparative purposes. The class is divided into four sections: (1) supply and demand for housing, including the operations of homebuilders and rental landlords; (2) house prices, including cycles and price dynamics; (3) international comparisons; and (4) public policy analysis applied to a current housing markets-related issue. This course presumes knowledge of intermediate economics, as we will apply that knowledge throughout the semester. For Wharton students, this means you must have passed BEPP 2500 (undergrads) or MGEC 61100and 6120 for MBA's. Non-Wharton students should have taken the equivalent course in the College. Lecture with discussion required.",https://apps.wharton.upenn.edu/syllabi/?course=BEPP2080,University of Pennsylvania
BEPP2110 ,Tax Policy & Practice,"The academic component of the course will focus on several areas: (1) The Color of Money: Black Banks and the Racial Wealth Gap. Students will read this book throughout the semester to support their understanding of the community that they will be serving. (2) Statutory tax system. Students will learn about the tax system as it relates to individuals and sole proprietors. The VITA training covers general tax preparation, with a specific focus on tax credits available to VITA-eligible taxpayers and the use of VITA software. In addition, one session of the course will include a guest lecture/discussion. It will focus on statutory tax issues related to organizational form choice for self-employed and gig economy workers, which is an important statutory issue in low-income communities. (3) Social policy debate. Tax policy, including deductions, subsidies and credits, are one tool that lawmakers can use to get more cash in the hands of individuals and families, especially for low-income groups. Students will consider the effectiveness and usefulness of tax policies relative to other tools that the government has available. There are three guest lecturers for the sessions on tax policy. (4) Working with people. Volunteering with VITA requires students to work with people from a low-income community on the sensitive issue of personal finances. Students will learn to discuss sensitive financial issues with lower-income adults (including many seniors) through readings and in-class discussions, and by reflecting on their real-life experiences in the local community. This skill is important in a variety of roles such as healthcare (physicians and nurses), business (e.g., the HR function), and education. The community service part of the course is volunteering with VITA, which is the IRS’s “Volunteer Income Tax Assistance” program. Following training, students will perform tax services for the West Philadelphia community during the tax season. The course will meet once a week in three-hour sessions for 8-9 weeks during the Spring semester. Students are expected to be in the field performing service throughout a significant portion of the semester. As described on the IRS website, the VITA program has operated for over 50 years. Volunteers offer free tax help to people who need assistance in preparing their own tax returns, including: • People who generally make $58,000 or less • Persons with disabilities; and • Limited English-speaking taxpayers.",https://apps.wharton.upenn.edu/syllabi/?course=BEPP2110,University of Pennsylvania
BEPP2120 ,Economic Analysis of Law,"This course provides an introduction to the economic analysis of law and legal institutions. Our goal is develop intuitions about the ways law simultaneously shapes and responds to private behavioral incentives. In the first half of the course, we will survey the application of key economic concepts to basic features of the Anglo-American common law of property, contract, and tort. In the second half of the course, we will use the tools developed in our survey to focus in depth on the law of intellectual property.",https://apps.wharton.upenn.edu/syllabi/?course=BEPP2120,University of Pennsylvania
BEPP2140 ,Nonprofit Sector: Econom,"The nonprofit sector plays a key role in the provision of many goods and services which are fundamental in our society and which may be difficult to provide using market mechanisms alone. Education, health care, charitable services, and the arts are some primary examples of these. Nonprofit organizations operate in service of specific social missions rather than profit maximization, but in order to serve those missions effectively while ensuring their own survival, they must also make many of the decisions typically associated with private firms. That is, they must compete for funding, human resources, and consumers of their services, they must manage and invest their resources efficiently, and they must innovate new products and services over time. Importantly, the latter requirements may at times come in conflict with the organizations' social values. As a result, nonprofit organizations as economic decision-makers confront a number of unique challenges to their success and growth. The goal of this course is to give students a broad overview of the economic, organizational, and strategic concerns facing the non-profit sector. Our objective is to characterize the unique economic environment, identify effective strategic governance, and management approaches, and explore how appropriate measurement techniques can can inform the policy treatment of nonprofits. This course is organized around a number of lectures, readings and outside speakers, a midterm exam and a required project.",https://apps.wharton.upenn.edu/syllabi/?course=BEPP2140,University of Pennsylvania
BEPP2200 ,Behavioral Economics,"Behavioral economics has revealed a variety of systematic ways in which people deviate from being perfectly selfish, rational, optimizing agents. These findings have important implications for government policy and firm behavior. This course will explore these implications by answering two main questions: (1) what does behavorial economics imply for when and how the government should intervene in markets? (2) What does behavioral economics imply for firms' pricing and production decisions? The course will present the standard economic approaches to answering these questions and then explore how answers change when we consider that people act in behavioral ways. Towards the end of the course, we will investigate specific policy questions, allowing us to debate solutions while hearing from policy makers operating in a world of behavioral agents.",https://apps.wharton.upenn.edu/syllabi/?course=BEPP2200,University of Pennsylvania
BEPP2300 ,Urban Fiscal Policy,"This course will examine the provision of public services for firms and people through cities. Why cities exist, when fiscal policy fails, investments in infrastructure, realities of local governments such as inequality, crime, corruption, high cost of living, congestion, and unfunded pensions and debt, will be covered. We will pay special attention to recent topics, such as partnerships with the private sector, enterprise zones, the role of technology, environmental challenges, and real estate policies that promote housing affordability, such as rent control and inclusionary zoning.",https://apps.wharton.upenn.edu/syllabi/?course=BEPP2300,University of Pennsylvania
BEPP2330 ,"Consumers,Firms & Market","Nearly four-fifths of the world's population lives in low income or developing countries. Though currently far behind the U.S., the 15 fastest growing economies/markets in the world are all developing countries. And developing countries already account for 6 of the world's 15 largest economies. This course will examine economic life, including consumers, firms and markets, in low income countries. We will apply both economic theory and empirical analysis for analyzing the roles of both business and government in consumption, production and market equilibria.",https://apps.wharton.upenn.edu/syllabi/?course=BEPP2330,University of Pennsylvania
BEPP2360 ,Int'l Housing Comparisns,"This course analyzes housing finance systems and housing market outcomes across the globe. In the US, the course focuses on the development of securitization markets and addresses the current challenges of housing finance reform, including the future of Fannie Mae and Freddie Mac. Internationally, the course covers issues of access to housing and housing informality in developing countries, financial crises arising out of the housing sector, and market-oriented and public policy solutions. The course features a wide array of speakers in finance, government and academia who contribute their perspectives to pressing issues of mortgage market design.",https://apps.wharton.upenn.edu/syllabi/?course=BEPP2360,University of Pennsylvania
BEPP2500 ,Managerial Economics,"This course will introduce you to ""managerial economics"" which is the application of microeconomic theory to managerial decision-making. Microeconomic theory is a remarkably useful body of ideas for understanding and analyzing the behavior of individuals and firms in a variety of economic settings. The goal of the course is for you to understand this body of theory well enough so that you can effectively analyze managerial (and other) problems in an economic framework. While this is a ""tools"" course, we will cover many real-world applications, particularly business applications, so that you can witness the usefulness of these tools and acquire the skills to use them yourself. We will depart from the usual microeconomic theory course by giving more emphasis to prescription: What should a manager do in order to achieve some objective? That course deliverable is to compare with description: Why do firms and consumers act the way they do? The latter will still be quite prominent in this course because only by understanding how other firms and customers behave can a manager determine what is beswt for him or her to do. Strategic interaction is explored both in product markets and auctions. Finally, the challenges created by asymmetric information - both in the market and within the firm - are investigated.",https://apps.wharton.upenn.edu/syllabi/?course=BEPP2500,University of Pennsylvania
BEPP2508 ,Managerial Economics,"This course will introduce you to ""managerial economics"" which is the application of microeconomic theory to managerial decision-making. Microeconomic theory is a remarkably useful body of ideas for understanding and analyzing the behavior of individuals and firms in a variety of economic settings. The goal of the course is for you to understand this body of theory well enough so that you can effectively analyze managerial (and other) problems in an economic framework. While this is a ""tools"" course, we will cover many real-world applications, particularly business applications, so that you can witness the usefulness of these tools and acquire the skills to use them yourself. We will depart from the usual microeconomic theory course by giving more emphasis to prescription: What should a manager do in order to achieve some objective? That course deliverable is to compare with description: Why do firms and consumers act the way they do? The latter will still be quite prominent in this course because only by understanding how other firms and customers behave can a manager determine what is beswt for him or her to do. Strategic interaction is explored both in product markets and auctions. Finally, the challenges created by asymmetric information - both in the market and within the firm - are investigated.",https://apps.wharton.upenn.edu/syllabi/?course=BEPP2508,University of Pennsylvania
BEPP2610 ,Risk Analy & Env Mgmt,"This course will introduce students to concepts in risk governance. We will delve into the three pillars of risk analysis: risk assessment, risk management, and risk communication. The course will spend time on risk financing, including insurance markets. There will be particular emphasis on climate risks, although the course will also discuss several other examples, including pandemics, biodiversity loss, and systemic risks, among others. The course will cover how people perceive risks and the impact this has on risk communication and management. We will explore public policy surrounding risk management and how the public and private sectors can successfully work together to build resilience, particularly to changing risks.",https://apps.wharton.upenn.edu/syllabi/?course=BEPP2610,University of Pennsylvania
BEPP2630 ,Environ. & Energy Econ,"This course examines environmental and energy issues from an economist's perspective. Over the last several decades, energy markets have become some of the most dynamic markets of the world economy, as they experienced a shift from heavy regulation to market-driven incentives. First, we look at scarcity pricing and market power in electricity and gasoline markets. We then study oil and gas markets, with an emphasis on optimal extraction and pricing, and geopolitical risks that investors in hydrocarbon resources face. We then shift gears to the sources of environmental problems, and how policy makers can intervene to solve some of these problems. We talk about the economic rationale for a broad range of possible policies: environmental taxes, subsidies, performance standards and cap-and-trade. In doing so, we discuss fundamental concepts in environmental economics, such as externalities, valuation of the environment and the challenge of designing international agreements. At the end of the course, there will be special attention for the economics and finance of renewable energy and policies to foster its growth. Finally, we discuss the transportation sector, and analyze heavily debated policies such as fuel-economy standards and subsidies for green vehicles. Prerequisites: An introductory microeconomics course (ECON1, or another course approved by the instructor) will be sufficient in most cases; BEPP 250 or an equivalent intermediate microeconomics course is recommended.",https://apps.wharton.upenn.edu/syllabi/?course=BEPP2630,University of Pennsylvania
BEPP2640 ,Climate and Financial Markets,"Climate change might be the defining challenge of our times, with a wide range of effects on financial markets and the broader economy. At the same time, financial markets play an important role in financing the transition to a net-zero economy. This role, however, is shaped by the information that is available to market participants. In this course, we examine how climate risks—both physical and regulatory—affect firms, financial markets (including carbon and renewable-energy certificate markets), and markets for energy and real estate. We examine the role that firms’ disclosures and third-party information sources play. As climate change is high on the agenda of almost every company and government, this course will be valuable both for students with the ambition to pursue a career centered around sustainability and those who want to gain a better understanding of how climate issues affect more traditional roles in the financial sector, consulting, or non-profits. The starting point for this course is that financial market participants increasingly realize that climate change represents an important investment risk. One central concern focuses on transition risks, and in particular on the effects that regulatory responses to climate change have on the business models of carbon-intensive energy companies. We discuss how concerns about various climate risks influence the way investors allocate their capital and exercise their oversight of firms. We start with the price impacts of climate risks in equity, debt and real estate markets, including the role played by shareholder activism and engagement, divestment and portfolio alignment. Next, we study carbon markets with a focus on pricing and discuss strategies to hedge climate risks through financial instruments such as carbon or renewable-energy credits and derivative contracts. We then explore how different firms in the global energy sector—ranging from oil & gas to renewable energy to electric utilities—have responded to climate-related pressures from their investors and other stakeholders. Because outsiders’ reactions depend on the information that they have, we investigate the impact of ESG reporting on financial markets and on the choices that managers make. Here, we also discuss the costs and benefits of regulating ESG reporting and the impact of greenwashing. We pay special attention to the impact of climate risk and reporting on decisions inside organizations, such as spin-offs, hedging, catastrophe insurance, and the structure of executive-compensation contracts. Further topics include life-cycle emissions and the social cost of carbon.",https://apps.wharton.upenn.edu/syllabi/?course=BEPP2640,University of Pennsylvania
BEPP2650 ,Economics of Diversity ,"This class will cover the economics of gender, race, and discrimination guided by economic theory and empirical evidence. Topics on gender will include workplace discrimination, policies to promote gender equality, the historical evolution of economic gender roles in the US, and initiatives to promote women's empowerment in developing countries. Topics on race will include an overview of historical economic exclusion and its consequences, the empirical measurement of discrimination, models of discrimination and their shortcomings, and how understanding hidden biases and historical barriers can increase firms' equity and performance. This course is complementary with MGMT 2240/MGMT6240, and material will not overlap, so students especially interested in diversity issues should seek to take both courses. While MGMT 2240/MGMT 6240 focuses on evidence-based solutions for managing diversity, this course focuses on the economic science of race, gender, and discrimination: How do economists model bias? What does empirical evidence say about the benefits of diversity, and the harms of discrimination? How do we measure whether discrimination is still taking place, despite a growing awareness of diversity and inclusion? What is unique about women as economic agents, and how do we understand gender equality in the workplace in light of this? This class will equip students with economics models and empirical evidence that can serve as a toolkit to analyze both policy and business decisions.",https://apps.wharton.upenn.edu/syllabi/?course=BEPP2650,University of Pennsylvania
BEPP2800 ,Applied Data Analysis,"This course will examine how and when data can be used specifically to infer whether there is a causal relationship between two variables. We will emphasize (a) the critical role of an underlying economic theory of behavior in interpreting data and guiding analysis, as well as (b) a range of advanced techniques for inferring causality from data, such as randomized controlled trials, regression discontinuity, difference-in-difference, audit study (mystery shopping) approaches and stock-market event studies. The issue of causality, and the relevance of thinking about models and methods for inferring causality, is just as central and important for ""Big Data"" as it is when working with traditional data sets in business and public policy. The emphasis will not be on proofs and derivations but rather on understanding the underlying concepts, the practical use, implications and limitations of techniques. Students will work intensively with data, drawing from examples in business and public policy, to develop the skills to use data analysis to make better decisions. All analysis will be conducted using R. The goals of the course are for students to become expert consumers able to interpret and evaluate empirical studies as well as expert producers of convincing empirical analysis themselves.",https://apps.wharton.upenn.edu/syllabi/?course=BEPP2800,University of Pennsylvania
BEPP2840 ,Game Thy For Bus & Life,"The objective of this course is to make you more skilled in strategic reasoning. Strategic situations permeate our lives and we will examine many such situations through the lens of game theory. The course is composed of game-theoretic concepts, applications, and experiential learning. The bulk of the applications are to business situations including product entry, bargaining, managerial incentive contracts, and network effects. Given the ubiquitous presence of strategic situations in human societies, applications will also extend to politics, war, sports, history, crime, theology, and every day life, and cover such topics as steroid use in sports, traffic congestion, corruption, racial discrimination, and sexual harassment. Students will regularly participate in experiments involving strategic reasoning, and form teams to compete in a simulated industry environment.",https://apps.wharton.upenn.edu/syllabi/?course=BEPP2840,University of Pennsylvania
BEPP2890 ,Economic Globalization,"This course is intended to deepen understanding of the major contemporary issues in the world economy. The focus is on the ""big picture"" of global economic developments and the evolution of economic thought over the last one hundred years. The topics include: financial market booms and busts; business cycles; monetary and fiscal policies; inequality; the social welfare state; technological change and economic growth; and international trade and financial arrangements. The time period covers: the Roaring Twenties; the Great Depression, the post war Golden Age (1945-1973); the stagflation of the 1970s; the Washington Consensus era of the market liberalization (1980-2007); and the 2008 financial crisis and Great Recession of 2007-2010 and its aftermath. The course also explores different schools of thought. The course will chronicle and compare economic policy and performance of the United States, Europe, Japan and emerging markets (Asia, Latin America, Africa).",https://apps.wharton.upenn.edu/syllabi/?course=BEPP2890,University of Pennsylvania
BEPP3050 ,Risk Management ,"The last financial crisis and subsequent recession provide ample evidence that failure to properly manage risk can result in disaster. Individuals and firms confront risk in nearly all decisions they make. People face uncertainty in their choice of careers, spending and saving decisions, family choices and many other facets of life. Similarly, the value that firms create by designing and marketing good products is at risk from a variety of sources. The bankruptcy of a key supplier, sharp rise in cost of financing, destruction of an important asset, impact of global warming, or a liability suit can quickly squander the value created by firms. In extreme cases, risky outcomes can bankrupt a firm, as has happened recently to manufacturers of automobile parts and a variety of financial service firms. The events since the Global Financial Crisis also offer stark reminders that risk can impose significant6 costs on individuals, firms, governments, and society as a whole. This course explores how individuals and firms assess and evaluate risk, examines the tolls available to successfuly mange risk and discusses real-world phenomena that limit the desired amount of risk-sharing. Our focus is primarily on explaining the products and institutions that will serve you better when making decisions in your future careers and lives.",https://apps.wharton.upenn.edu/syllabi/?course=BEPP3050,University of Pennsylvania
BEPP3220 ,Bus Insr & Est Plng,"This course presents an analysis of overall private wealth management. This includes planning for disposition of closely-held business interests; the impact of income taxes and other transfer costs on business interests and other assets; integration of life insurance, disability insurance, medical benefits, and long-term care insurance in the financial plan; planning for concentrated asset (e.g. common stock) positions, diversification techniques, and asset allocation strategies; distribution of retirement assets; lifetime giving and estate planning; and analysis of current developments in the creation, conservation, and distribution of estates. Attention also is given to various executive compensation techniques (including restricted stock and stock options) and planning for various employee benefits. The course also covers sophisticated charitable giving techniques and methods for financing educaton expenses. Reading consist of textbooks, case studies, and bulk pack articles.",https://apps.wharton.upenn.edu/syllabi/?course=BEPP3220,University of Pennsylvania
BEPP4010 ,Public Policy Analysis,"BEPP 4010 fulfills the Wharton capstone requirement by giving students an opportunity to apply their skills to assess a vital public policy question at the local, state, national, or global level. The policy topics the students can choose from will vary from year to year in order to ensure that they are topical and relevant. The course will also provide students with background on relevant conceptual/methodological topics for assessing policy, including experimental and quasi-experimental approaches, frameworks for policy analysis, behavioral economics, and data science (as appropriate for a given topic). Students will work in groups to produce a capstone report which provides a policy analysis for their chosen topic, along with policy recommendations. Not Offered Every Year",https://apps.wharton.upenn.edu/syllabi/?course=BEPP4010,University of Pennsylvania
ECON 70,Personal Finance: Making Better Decisions and Building a Better Financial System,"People face a daunting array of problems in managing their financial lives.  Taking out student loans, managing bank accounts and credit cards, financing a home purchase with a mortgage, and saving for retirement are all major challenges.  There is evidence that many people lack the skills they need to meet these challenges.  This course has three goals.  The first objective is to give participants a basic grounding in financial literacy: principles of finance that we can use in our own lives.  The second objective is to introduce research on the ways in which households use the financial system, emphasizing common financial mistakes and financial products that seem prone to misuse.  We will learn to read papers from the academic economics literature, focusing on the papers’ central ideas and empirical findings.  The third objective is to explore ways in which the financial system can be improved to make it easier and safer to use.  We will discuss the role of financial advisers, technological solutions (“fintech”), and public policy interventions including disclosures, default choices (“nudges”), and regulations restricting access to financial products.  ",https://locator.tlt.harvard.edu/course/colgsas-218117/2023/fall/15186,Harvard College
ECON 980Z,Behavioral Finance,"This junior seminar will provide an overview of theoretical and empirical research on asset pricing that adopts a “behavioral” perspective, i.e. that considers the joint consequences of: (i) investors who have either less than fully rational beliefs or non-standard preferences; and (ii) various impediments to arbitrage.  We will also spend considerable time fleshing out the implications of investor sentiment for corporate finance, macroeconomics, and public policy.",https://syllabus.harvard.edu/?course_id=203866,Harvard College
ECON 1088,Finance for Inclusive Growth,"Over the past decade, access to financial services has expanded by 50%, yet a quarter of adults globally still do not have access to a formal financial account. Why has it been so challenging to reach this population? What financial product innovations have worked for banking poor customers? How do the underbanked make do without access to the formal financial market? What opportunities and challenges are presented by the global rise of digital payments and fintech? This course investigates the functioning of the financial market for low-income populations, with a focus on developing countries. Example topics include: 1) the link between financial market development and economic growth; 2) financial literacy and consumer protection; 3) savings; 4) credit; 5) insurance; 6) mobile banking and digital payments. The course will cover relevant economic principles, business case studies, product design experiments, and research papers.",https://syllabus.harvard.edu/?course_id=213522,Harvard College
GENED 1167,Climate Crossroads,"Irreversible climate change poses an unprecedented challenge to the stability of all societies:  what are the scientifically viable pathways to a future that is sustainable and just? What one thing is changing everything in your lifetime—and for generations to come? It’s changing what you eat; it’s changing buildings you live in; and it’s changing politics, the arts, and finance. The change is accelerating. This course reveals fundamental alterations that climate disruption is bringing to multiple human activities and natural phenomena. The course represents a crossroads in two senses. First, it’s a crossroads of disciplines. Climate change affects science, society, culture, government policy, biodiversity, and environmental justice. To understand it is inherently interdisciplinary and requires standing at the crossroads of several approaches. Second, humanity itself is at a new crossroads. Because global climate is shifting rapidly, this prompts new views of humans in geologic time, as well as new thinking in economics, law, finance, and science.Climate change isn’t just “global warming.” It’s an alteration of conditions on Earth to which all creatures and societies are adjusting. What is the science of climate change? Why can’t understanding and dealing with climate change be confined to science? Through materials and assignments that address quantitative understanding and qualitative judgment, you’ll learn why it’s unwise to seal the interrelated issues of climate change in separate disciplines; conversely, why it’s necessary to use separate disciplines to acquire the knowledge and applications needed to formulate policy and actions. You’ll learn about climate adaptation (adjusting to changing climate), mitigation (reducing the speed and severity of climate change), and resilience (e.g., recovering from extremeweather events). You’ll discover how careers in many different areas increasingly involve thinking about climate.",https://syllabus.harvard.edu/?course_id=215873,Harvard College
SOC-STD 98VE,"Empire, Capitalism, and Global Economic Development","This course introduces students to the historical study of the world economy by tracing the emergence of a global capitalist economy from the early modern period to the present. It looks at how capitalism first emerged, how it expanded globally, and how it has been transformed over the last six centuries. It does so by looking at the history of international trade, finance and banking, labor and slavery, industrialization, and agriculture. It considers how global capitalism developed in response to transformations in the balance of power between rival empires and nations. It also focuses on the history of global economic inequality -- and its persistence today. The course will conclude by looking at how the future of global capitalism may develop in the wake of the intertwined economic, environmental, and political crises of the early 2020s. This course is a junior tutorial.   ",https://syllabus.harvard.edu/?course_id=220522,Harvard College
FRENCH 62 002,"Exploring Sustainable Practices in French Industry: Fashion, Cuisine, and Music","In this advanced French language and culture course we will explore iconic French industries through the lens of sustainability. Beginning in the Industrial Revolution, we will interrogate themes such as class, space, labor, and cultural appropriation in France and subsequently focus on the evolution of the sustainable practices of each industry today. By contextualizing examples ranging from thrifting in department stores on Boulevard Haussmann to French hip-hop and cabaret culture in Montmartre, we will evaluate the cultural legacy of fashion, cuisine, and music in France today. To this end, we will analyze videos, articles, literary texts, and images as well as engage with guest speakers from France. In addition to participating in a conversation exchange with university students in France studying Business English, course work will include daily readings and exercises, in-class and online written assessments, a video presentation, and a final written project evaluating the sustainable and ethical practices of a French company of your choice.",https://syllabus.harvard.edu/?course_id=217619,Harvard College
ITAL 30,Upper-Level Italian: Italiano in Verde: Sustainability Issues in the Italian Classroom,"This course revisits structures, refines speaking and writing skills, and advances critical linguistic exchanges through the discussion of environmental, cultural, economic, and social issues of sustainability. Through the interpretation of films, novels, short stories, newspaper articles, podcasts, maps, and comics, you will be empowered to discuss such topics, relevant both for the Italian discourse and on a global scale, while revisiting and expanding vocabulary and reviewing grammar in context. Class discussions will encourage the interpretation, analysis, and discussion of current media (advertisements, documentaries, social media, and articles) on climate change, the slow food movement, environmental justice, sustainable tourism, migration and activism. Assignments (oral presentations, weekly written essays, short video recordings) are designed to advance discussions of Italian culture, introduce you to contemporary spoken and written Italian language (i.e., colloquial language), and refine fluency and pronunciation.",https://syllabus.harvard.edu/?course_id=128266,Harvard College
SPANSH 11 003,"Introduction to the Spanish-speaking World II: Social, Cultural, and Sustainability Topics",":Spanish 11 is the second course in the Beginning Spanish sequence (SPAN 10-SPAN 11). In this course, students explore a host of social, cultural, and environmental sustainability issues that have historically impacted the lives and livelihoods of local and foreign Spanish-speaking communities. Throughout the semester, students interact constantly with instructors, peers, and native Spanish speakers around the world as they explore culturally and linguistically rich content. Through discussions and critical analyses of authentic multimodal texts (e.g., written, audiovisual, visual) from many different sources (e.g., social media, newspapers), students develop a wide array of linguistic functions, such as the ability to make detailed descriptions or to narrate in different time frames. By the end of this class, students a) will have further advanced their linguistic competence, and b) will have deepened their understanding of the cultures and worldviews of Spanish-speaking communities in the United States, Latin America, and Spain.",https://syllabus.harvard.edu/?course_id=125058,Harvard College
GOV 94EK,Globalization and Private Governance,"This research seminar examines the impacts of globalization on attempts to address key social, political, and environmental problems, including climate change, focusing in particular on the roles played by multinational corporations. Topics include: international institutions and agreements and how these affect regulatory standards set by governments; the potential (and limits) of corporate responsibility and sustainability initiatives; the effectiveness of activist campaigns, including consumer boycotts; the impacts of voluntary certification and labelling schemes, such as Fair Trade, and; the prospects for social enterprise and purposeful business.",https://syllabus.harvard.edu/?course_id=125573,Harvard College
OEB 56,The History and Evolution of Life on Earth,"Within our solar system, Earth is distinguished as the planet with life. Living organisms are complex entities that originated from planetary processes, have been sustained by the same processes for approximately four billion years, and have fundamentally affected the functioning and composition of the Earth's surface and atmosphere. In this course we will investigate the ways that Earth and life interact with each other, focusing on the biogeochemical cycles of major elements, and the interplay between complex organisms and their ever-changing environment. This will provide a framework for interpreting the fascinating history of life reconstructed from a comprehensive understanding of the rock record, the diversity of life through time, and evolutionary biology.",https://syllabus.harvard.edu/?course_id=130331,Harvard College
FRENCH 20 001,Intermediate French: Francophone Culture in Local Communities,"In this intermediate-level language course we will explore cultural topics such as music, dance, and cuisine in French-speaking countries around the world. We will in turn expand our discovery of Francophone cultures through conversations with online language partners, interactive discussions with French-speaking guests, and exploration of local Francophone communities. Themes such as family life in West Africa, sustainability in the French-speaking Pacific, and First Nation dancers in Quebec will be broached through communicative activities in order to build on oral, written, and intercultural competences. Using various texts, films, and multimedia resources as a basis for discussion, we will also build vocabulary and review and refine various grammatical structures. This course will also include online partner conversations through the Boomalang platform.",https://syllabus.harvard.edu/?course_id=126938,Harvard College
SPANSH 11 001,Beginning Spanish II,"Spanish 11 is the second course in the Beginning Spanish sequence (SPAN 10-SPAN 11). In this course, students explore a host of social, cultural, and environmental sustainability issues that have historically impacted the lives and livelihoods of local and foreign Spanish-speaking communities. Throughout the semester, students interact constantly with instructors, peers, and native Spanish speakers around the world as they explore culturally and linguistically rich content. Through discussions and critical analyses of authentic multimodal texts (e.g., written, audiovisual, visual) from many different sources (e.g., social media, newspapers), students develop a wide array of linguistic functions, such as the ability to make detailed descriptions or to narrate in different time frames. By the end of this class, students a) will have further advanced their linguistic competence, and b) will have deepened their understanding of the cultures and worldviews of Spanish-speaking communities in the United States, Latin America, and Spain.",https://syllabus.harvard.edu/?course_id=125058,Harvard College
